#separator:Tab
#html:false
#tags column:7
#columns:ID	Front	Back	Scope	Note	Source	Tags
cn-assignment-claim:en-zh	assignment of a claim	债权转让	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	债权人把全部或部分债权转让给第三人的安排。 债权性质、当事人约定或法律规定可能限制转让；金钱与非金钱债权的约定限制对抗规则不同。 项目释译，非官方译文；assignment of a claim 与 transfer of a debt 分开使用。	oll-cn-core:cn-assignment-claim | 中华人民共和国民法典（2020） 第545条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts domain::finance jurisdiction::CN
cn-authorship-right:zh-en	署名权	right of attribution	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	表明作者身份并在作品上署名的权利。 署名权的保护期不受限制；与作品原件所有权不同。 项目释译，非官方译文；attribution 指作者身份归属，不是一般资源链接。	oll-cn-core:cn-authorship-right | 中华人民共和国著作权法（2020修正） 第10,22条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-authorship-right:en-zh	right of attribution	署名权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	表明作者身份并在作品上署名的权利。 署名权的保护期不受限制；与作品原件所有权不同。 项目释译，非官方译文；attribution 指作者身份归属，不是一般资源链接。	oll-cn-core:cn-authorship-right | 中华人民共和国著作权法（2020修正） 第10,22条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-automated-decision:zh-en	自动化决策	automated decision-making	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	通过计算机程序自动分析、评估个人特征或状况并作出决策的活动。 条文要求透明和公平，并对商业营销及对个人权益有重大影响的决定设置专门权利。 项目释译，非官方译文；不等于所有使用计算机的辅助工作。	oll-cn-core:cn-automated-decision | 中华人民共和国个人信息保护法（2021） 第24,73条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy domain::ai jurisdiction::CN
cn-automated-decision:en-zh	automated decision-making	自动化决策	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	通过计算机程序自动分析、评估个人特征或状况并作出决策的活动。 条文要求透明和公平，并对商业营销及对个人权益有重大影响的决定设置专门权利。 项目释译，非官方译文；不等于所有使用计算机的辅助工作。	oll-cn-core:cn-automated-decision | 中华人民共和国个人信息保护法（2021） 第24,73条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy domain::ai jurisdiction::CN
cn-business-operator:zh-en	经营者	business operator	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	从事商品生产、经营或提供服务的自然人、法人和非法人组织。 本定义服务于反垄断法适用范围，不只指公司。 项目释译，非官方译文；英文限定反垄断法语境，不是软件操作员。	oll-cn-core:cn-business-operator | 中华人民共和国反垄断法（2022修正） 第15条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition jurisdiction::CN
cn-business-operator:en-zh	business operator	经营者	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	从事商品生产、经营或提供服务的自然人、法人和非法人组织。 本定义服务于反垄断法适用范围，不只指公司。 项目释译，非官方译文；英文限定反垄断法语境，不是软件操作员。	oll-cn-core:cn-business-operator | 中华人民共和国反垄断法（2022修正） 第15条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition jurisdiction::CN
cn-capital-contribution:zh-en	出资	capital contribution	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	股东依章程向公司缴付认缴货币或依法转移非货币财产权的行为。 货币应足额存入公司银行账户，非货币财产应办理财产权转移手续。 项目释译，非官方译文；不要把认缴承诺与实际缴纳混为一谈。	oll-cn-core:cn-capital-contribution | 中华人民共和国公司法（2023修订） 第49条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-capital-contribution:en-zh	capital contribution	出资	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	股东依章程向公司缴付认缴货币或依法转移非货币财产权的行为。 货币应足额存入公司银行账户，非货币财产应办理财产权转移手续。 项目释译，非官方译文；不要把认缴承诺与实际缴纳混为一谈。	oll-cn-core:cn-capital-contribution | 中华人民共和国公司法（2023修订） 第49条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-civil-juristic-act:zh-en	民事法律行为	civil juristic act	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事主体通过意思表示设立、变更或者终止民事法律关系的行为。 行为有效通常需要相应行为能力、真实意思表示，并满足法律强制性规定和公序良俗要求。 项目释译，非官方译文；juristic act 比日常意义的 legal action 更能区分法律行为与诉讼行动。	oll-cn-core:cn-civil-juristic-act | 中华人民共和国民法典（2020） 第133,143条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil jurisdiction::CN
cn-civil-juristic-act:en-zh	civil juristic act	民事法律行为	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事主体通过意思表示设立、变更或者终止民事法律关系的行为。 行为有效通常需要相应行为能力、真实意思表示，并满足法律强制性规定和公序良俗要求。 项目释译，非官方译文；juristic act 比日常意义的 legal action 更能区分法律行为与诉讼行动。	oll-cn-core:cn-civil-juristic-act | 中华人民共和国民法典（2020） 第133,143条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil jurisdiction::CN
cn-civil-rights-capacity:zh-en	民事权利能力	capacity for civil rights	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法享有民事权利、承担民事义务的资格。 自然人从出生时起到死亡时止具有这一资格；它不等于能够独立实施所有民事法律行为。 项目释译，非官方译文；与 capacity for civil juristic acts 分开记忆。	oll-cn-core:cn-civil-rights-capacity | 中华人民共和国民法典（2020） 第13,14,18条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil jurisdiction::CN
cn-civil-rights-capacity:en-zh	capacity for civil rights	民事权利能力	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法享有民事权利、承担民事义务的资格。 自然人从出生时起到死亡时止具有这一资格；它不等于能够独立实施所有民事法律行为。 项目释译，非官方译文；与 capacity for civil juristic acts 分开记忆。	oll-cn-core:cn-civil-rights-capacity | 中华人民共和国民法典（2020） 第13,14,18条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil jurisdiction::CN
cn-claim-right:zh-en	债权	right to claim performance	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	权利人请求特定义务人为或者不为一定行为的权利。 债权可以来自合同、侵权、无因管理、不当得利及其他法律规定；不只指借款。 项目释译，非官方译文；claim 在不同上下文也可指诉讼请求；这里用完整短语限定其含义。	oll-cn-core:cn-claim-right | 中华人民共和国民法典（2020） 第118条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil domain::contracts jurisdiction::CN
cn-claim-right:en-zh	right to claim performance	债权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	权利人请求特定义务人为或者不为一定行为的权利。 债权可以来自合同、侵权、无因管理、不当得利及其他法律规定；不只指借款。 项目释译，非官方译文；claim 在不同上下文也可指诉讼请求；这里用完整短语限定其含义。	oll-cn-core:cn-claim-right | 中华人民共和国民法典（2020） 第118条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil domain::contracts jurisdiction::CN
cn-commissioned-work:zh-en	委托作品	commissioned work	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	受委托而创作的作品，其著作权归属可由委托人与受托人通过合同约定。 没有订立合同或未明确约定时，著作权属于受托人。 项目释译，非官方译文；不按付款者当然拥有著作权理解 commissioned work。	oll-cn-core:cn-commissioned-work | 中华人民共和国著作权法（2020修正） 第19条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-commissioned-work:en-zh	commissioned work	委托作品	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	受委托而创作的作品，其著作权归属可由委托人与受托人通过合同约定。 没有订立合同或未明确约定时，著作权属于受托人。 项目释译，非官方译文；不按付款者当然拥有著作权理解 commissioned work。	oll-cn-core:cn-commissioned-work | 中华人民共和国著作权法（2020修正） 第19条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-concentration:zh-en	经营者集中	concentration of business operators	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	经营者合并，或通过股权、资产、合同等取得控制权或决定性影响的情形。 集中不限于公司合并，也可能来自合同或其他控制安排。 项目释译，非官方译文；本法术语比日常意义的 merger 范围更广。	oll-cn-core:cn-concentration | 中华人民共和国反垄断法（2022修正） 第25条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition domain::m_and_a jurisdiction::CN
cn-concentration:en-zh	concentration of business operators	经营者集中	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	经营者合并，或通过股权、资产、合同等取得控制权或决定性影响的情形。 集中不限于公司合并，也可能来自合同或其他控制安排。 项目释译，非官方译文；本法术语比日常意义的 merger 范围更广。	oll-cn-core:cn-concentration | 中华人民共和国反垄断法（2022修正） 第25条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition domain::m_and_a jurisdiction::CN
cn-concentration-notification:zh-en	经营者集中申报	notification of a concentration	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	经营者依反垄断法向执法机构申报集中交易的程序。 达到申报标准须事前申报；未达标准但有排除、限制竞争效果证据时，机关也可要求申报。 项目释译，非官方译文；本条不列具体营业额标准，不把旧标准写入词义。	oll-cn-core:cn-concentration-notification | 中华人民共和国反垄断法（2022修正） 第26条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition domain::m_and_a jurisdiction::CN
cn-concentration-notification:en-zh	notification of a concentration	经营者集中申报	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	经营者依反垄断法向执法机构申报集中交易的程序。 达到申报标准须事前申报；未达标准但有排除、限制竞争效果证据时，机关也可要求申报。 项目释译，非官方译文；本条不列具体营业额标准，不把旧标准写入词义。	oll-cn-core:cn-concentration-notification | 中华人民共和国反垄断法（2022修正） 第26条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition domain::m_and_a jurisdiction::CN
cn-consent-processing:zh-en	个人信息处理同意	consent to personal information processing	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	个人在充分知情前提下自愿、明确作出的个人信息处理同意。 同意是处理依据之一；第十三条还规定履行合同、法定义务等其他情形。 项目释译，非官方译文；不要表述为一切处理活动唯一的法律依据。	oll-cn-core:cn-consent-processing | 中华人民共和国个人信息保护法（2021） 第13,14条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-consent-processing:en-zh	consent to personal information processing	个人信息处理同意	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	个人在充分知情前提下自愿、明确作出的个人信息处理同意。 同意是处理依据之一；第十三条还规定履行合同、法定义务等其他情形。 项目释译，非官方译文；不要表述为一切处理活动唯一的法律依据。	oll-cn-core:cn-consent-processing | 中华人民共和国个人信息保护法（2021） 第13,14条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-contract:zh-en	合同	contract	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事主体之间设立、变更或者终止民事法律关系的协议。 婚姻、收养、监护等身份关系协议优先适用有关身份关系的法律规定。 项目释译，非官方译文；这是中国民法典的合同概念；英文合同制度要件不可直接移植。	oll-cn-core:cn-contract | 中华人民共和国民法典（2020） 第464条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::contracts jurisdiction::CN
cn-contract:en-zh	contract	合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事主体之间设立、变更或者终止民事法律关系的协议。 婚姻、收养、监护等身份关系协议优先适用有关身份关系的法律规定。 项目释译，非官方译文；这是中国民法典的合同概念；英文合同制度要件不可直接移植。	oll-cn-core:cn-contract | 中华人民共和国民法典（2020） 第464条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::contracts jurisdiction::CN
cn-controlling-shareholder:zh-en	控股股东	controlling shareholder	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	出资或持股符合条文比例，或者凭表决权足以对股东会决议产生重大影响的股东。 不是只按是否持股超过百分之五十作机械判断；应逐项核对第二百六十五条。 项目释译，非官方译文；与不一定具有股东身份的实际控制人区分。	oll-cn-core:cn-controlling-shareholder | 中华人民共和国公司法（2023修订） 第265条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-controlling-shareholder:en-zh	controlling shareholder	控股股东	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	出资或持股符合条文比例，或者凭表决权足以对股东会决议产生重大影响的股东。 不是只按是否持股超过百分之五十作机械判断；应逐项核对第二百六十五条。 项目释译，非官方译文；与不一定具有股东身份的实际控制人区分。	oll-cn-core:cn-controlling-shareholder | 中华人民共和国公司法（2023修订） 第265条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-copyright:zh-en	著作权	copyright	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	著作权法规定的、围绕作品享有的人身权和财产权的集合。 并非所有权能都能转让；第十条对可许可和可转让权利范围作了列举。 项目释译，非官方译文；copyright 在中国法语境同时涉及人身权与财产权。	oll-cn-core:cn-copyright | 中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-copyright:en-zh	copyright	著作权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	著作权法规定的、围绕作品享有的人身权和财产权的集合。 并非所有权能都能转让；第十条对可许可和可转让权利范围作了列举。 项目释译，非官方译文；copyright 在中国法语境同时涉及人身权与财产权。	oll-cn-core:cn-copyright | 中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-copyright-work:zh-en	作品	copyright work	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	文学、艺术和科学领域内，具有独创性并能以一定形式表现的智力成果。 是否属于本定义需看独创性和表达形式等要素，不能仅凭文件存在判断。 项目释译，非官方译文；work 在本词条是著作权法对象，不是工作任务。	oll-cn-core:cn-copyright-work | 中华人民共和国著作权法（2020修正） 第3条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-copyright-work:en-zh	copyright work	作品	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	文学、艺术和科学领域内，具有独创性并能以一定形式表现的智力成果。 是否属于本定义需看独创性和表达形式等要素，不能仅凭文件存在判断。 项目释译，非官方译文；work 在本词条是著作权法对象，不是工作任务。	oll-cn-core:cn-copyright-work | 中华人民共和国著作权法（2020修正） 第3条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-de-identification:zh-en	去标识化	de-identification	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	处理个人信息，使其在不借助额外信息时无法识别特定自然人的过程。 额外信息仍可能使识别成为可能；与不能复原的匿名化不同。 项目释译，非官方译文；本法采用的术语边界应与 anonymization 区分。	oll-cn-core:cn-de-identification | 中华人民共和国个人信息保护法（2021） 第73条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-de-identification:en-zh	de-identification	去标识化	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	处理个人信息，使其在不借助额外信息时无法识别特定自然人的过程。 额外信息仍可能使识别成为可能；与不能复原的匿名化不同。 项目释译，非官方译文；本法采用的术语边界应与 anonymization 区分。	oll-cn-core:cn-de-identification | 中华人民共和国个人信息保护法（2021） 第73条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-distribution-right:zh-en	发行权	right of distribution	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	以出售或赠与方式向公众提供作品原件或复制件的权利。 本条定义聚焦向公众出售或赠与，与信息网络传播权有不同表述。 项目释译，非官方译文；不是股票发行或新闻发布。	oll-cn-core:cn-distribution-right | 中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-distribution-right:en-zh	right of distribution	发行权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	以出售或赠与方式向公众提供作品原件或复制件的权利。 本条定义聚焦向公众出售或赠与，与信息网络传播权有不同表述。 项目释译，非官方译文；不是股票发行或新闻发布。	oll-cn-core:cn-distribution-right | 中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-duress:zh-en	胁迫	duress	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	一方或者第三人以胁迫手段，使对方违背真实意思实施民事法律行为的情形。 受胁迫方可以请求法院或者仲裁机构撤销该行为。 项目释译，非官方译文；本条对应民事行为效力语境。	oll-cn-core:cn-duress | 中华人民共和国民法典（2020） 第150条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::contracts jurisdiction::CN
cn-duress:en-zh	duress	胁迫	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	一方或者第三人以胁迫手段，使对方违背真实意思实施民事法律行为的情形。 受胁迫方可以请求法院或者仲裁机构撤销该行为。 项目释译，非官方译文；本条对应民事行为效力语境。	oll-cn-core:cn-duress | 中华人民共和国民法典（2020） 第150条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::contracts jurisdiction::CN
cn-duty-diligence:zh-en	勤勉义务	duty of diligence	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	执行公司职务时，为公司最大利益尽到管理者通常应有合理注意的义务。 它与避免利益冲突的忠实义务分别规定，关注履职的注意程度。 项目释译，非官方译文；不以英文 duty of care 自动引入其他法域审查标准。	oll-cn-core:cn-duty-diligence | 中华人民共和国公司法（2023修订） 第180条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-duty-diligence:en-zh	duty of diligence	勤勉义务	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	执行公司职务时，为公司最大利益尽到管理者通常应有合理注意的义务。 它与避免利益冲突的忠实义务分别规定，关注履职的注意程度。 项目释译，非官方译文；不以英文 duty of care 自动引入其他法域审查标准。	oll-cn-core:cn-duty-diligence | 中华人民共和国公司法（2023修订） 第180条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-duty-loyalty:zh-en	忠实义务	duty of loyalty	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	董事、监事及高级管理人员等依法对公司承担的避免利益冲突、不利用职权牟取不正当利益的义务。 实际执行公司事务但未任董事的控股股东、实际控制人，也适用该条规定。 项目释译，非官方译文；按公司法规定的主体和范围理解。	oll-cn-core:cn-duty-loyalty | 中华人民共和国公司法（2023修订） 第180条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-duty-loyalty:en-zh	duty of loyalty	忠实义务	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	董事、监事及高级管理人员等依法对公司承担的避免利益冲突、不利用职权牟取不正当利益的义务。 实际执行公司事务但未任董事的控股股东、实际控制人，也适用该条规定。 项目释译，非官方译文；按公司法规定的主体和范围理解。	oll-cn-core:cn-duty-loyalty | 中华人民共和国公司法（2023修订） 第180条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-earnest-money:zh-en	定金	earnest money securing performance	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	当事人实际交付、用于担保债权并适用法定定金效果的款项。 有效定金部分不得超过主合同标的额的百分之二十；违约效果须结合是否不能实现合同目的判断。 项目释译，非官方译文；本条对应定金，不将普通预付款或订金自动纳入该制度。	oll-cn-core:cn-earnest-money | 中华人民共和国民法典（2020） 第586,587条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
cn-earnest-money:en-zh	earnest money securing performance	定金	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	当事人实际交付、用于担保债权并适用法定定金效果的款项。 有效定金部分不得超过主合同标的额的百分之二十；违约效果须结合是否不能实现合同目的判断。 项目释译，非官方译文；本条对应定金，不将普通预付款或订金自动纳入该制度。	oll-cn-core:cn-earnest-money | 中华人民共和国民法典（2020） 第586,587条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
cn-easement:zh-en	地役权	easement	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	按合同约定利用他人不动产，提高自己不动产效益的权利。 他人不动产称供役地，自己的不动产称需役地。 项目释译，非官方译文；本译法须结合中国法中的供役地和需役地关系使用。	oll-cn-core:cn-easement | 中华人民共和国民法典（2020） 第372条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::civil jurisdiction::CN
cn-easement:en-zh	easement	地役权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	按合同约定利用他人不动产，提高自己不动产效益的权利。 他人不动产称供役地，自己的不动产称需役地。 项目释译，非官方译文；本译法须结合中国法中的供役地和需役地关系使用。	oll-cn-core:cn-easement | 中华人民共和国民法典（2020） 第372条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::civil jurisdiction::CN
cn-entrusted-processing:zh-en	委托处理	entrusted processing of personal information	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	个人信息处理者将特定处理活动交由受托人按约定实施的安排。 应约定目的、期限、方式等并进行监督；未经同意，受托人不得转委托。 项目释译，非官方译文；本词限定个人信息保护法语境。	oll-cn-core:cn-entrusted-processing | 中华人民共和国个人信息保护法（2021） 第21条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-entrusted-processing:en-zh	entrusted processing of personal information	委托处理	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	个人信息处理者将特定处理活动交由受托人按约定实施的安排。 应约定目的、期限、方式等并进行监督；未经同意，受托人不得转委托。 项目释译，非官方译文；本词限定个人信息保护法语境。	oll-cn-core:cn-entrusted-processing | 中华人民共和国个人信息保护法（2021） 第21条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-estate:zh-en	遗产	estate of a deceased person	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	自然人死亡时遗留的个人合法财产。 依法或依性质不得继承的财产不能继承；应注意与他人财产的区分。 项目释译，非官方译文；estate 在其他语境还可指地产，本词限定继承语境。	oll-cn-core:cn-estate | 中华人民共和国民法典（2020） 第1122条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::family jurisdiction::CN
cn-estate:en-zh	estate of a deceased person	遗产	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	自然人死亡时遗留的个人合法财产。 依法或依性质不得继承的财产不能继承；应注意与他人财产的区分。 项目释译，非官方译文；estate 在其他语境还可指地产，本词限定继承语境。	oll-cn-core:cn-estate | 中华人民共和国民法典（2020） 第1122条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::family jurisdiction::CN
